Date,Name,close,high,low,netForeign,open,value,volume
05-21-2009,All Shares,1516.7,1527.03,1504.23,0.0,1505.49,0.0,0.0
05-21-2009,PSEi,2333.79,2352.38,2322.45,-279680000.0,2330.17,0.0,2660559000.0
05-22-2009,Financials,572.98,579.19,571.33,-169043000.0,576.89,0.0,387309000.0
05-22-2009,Industrials,3126.71,3127.49,3073.95,60739000.0,3103.99,0.0,79898680000.0
05-22-2009,HoldingFirms,1267.81,1274.15,1245.54,-38369000.0,1265.87,0.0,371421000.0
05-22-2009,Property,790.72,798.31,787.23,37286000.0,794.0,0.0,447770000.0
05-22-2009,Services,1248.94,1253.85,1246.23,94529000.0,1250.41,0.0,614651000.0
05-22-2009,MiningAndOil,5004.39,5055.1,4960.97,1133000.0,5047.2,0.0,105956000.0
05-22-2009,All Shares,1509.19,1515.69,1504.11,0.0,1511.49,0.0,0.0
05-22-2009,PSEi,2316.89,2325.53,2305.4,-14348000.0,2320.72,0.0,81825791000.0
05-25-2009,Financials,573.49,580.84,572.98,20733000.0,572.98,0.0,162272000.0
05-25-2009,Industrials,3122.8,3157.39,3118.71,27217000.0,3130.5,0.0,524342000.0
05-25-2009,HoldingFirms,1280.25,1285.97,1269.48,-10296000.0,1273.9,0.0,195417000.0
05-25-2009,Property,807.8,813.95,793.08,-19382000.0,793.16,0.0,356355000.0
05-25-2009,Services,1257.29,1258.41,1248.4,-70855000.0,1250.78,0.0,408539000.0
05-25-2009,MiningAndOil,5180.91,5184.85,5024.68,9685000.0,5024.68,0.0,177903000.0
05-25-2009,All Shares,1517.61,1522.25,1511.31,0.0,1512.04,0.0,0.0
05-25-2009,PSEi,2334.62,2342.77,2318.82,-41838000.0,2321.55,0.0,1824830000.0
05-26-2009,Financials,559.87,578.6,559.87,-60140000.0,578.43,0.0,249483000.0
05-26-2009,Industrials,3125.18,3147.81,3093.62,100323000.0,3145.65,0.0,420648000.0
05-26-2009,HoldingFirms,1269.85,1290.23,1247.95,29779000.0,1288.95,0.0,495066000.0
05-26-2009,Property,788.73,810.22,784.56,13000000.0,809.75,0.0,477763000.0
05-26-2009,Services,1247.03,1258.95,1244.84,-9772000.0,1258.33,0.0,395457000.0
05-26-2009,MiningAndOil,5128.45,5268.39,5047.18,57414000.0,5226.27,0.0,199545000.0
05-26-2009,All Shares,1504.87,1524.22,1497.55,0.0,1524.16,0.0,0.0
05-26-2009,PSEi,2309.68,2348.01,2299.21,142942000.0,2347.23,0.0,2237964000.0
05-27-2009,Financials,572.02,574.49,561.27,-184522000.0,561.27,0.0,486589000.0
05-27-2009,Industrials,3153.98,3153.98,3123.6,26119000.0,3136.94,0.0,267717000.0
05-27-2009,HoldingFirms,1318.26,1327.66,1292.38,42942000.0,1297.01,0.0,334793000.0
05-27-2009,Property,804.12,808.5,798.38,90103000.0,803.33,0.0,373227000.0
05-27-2009,Services,1265.69,1268.94,1255.84,-22247000.0,1258.03,0.0,571931000.0
05-27-2009,MiningAndOil,5339.43,5358.4,5119.84,12938000.0,5172.83,0.0,206841000.0
05-27-2009,All Shares,1528.23,1528.23,1515.68,0.0,1516.36,0.0,0.0
05-27-2009,PSEi,2356.38,2360.45,2334.86,-39894000.0,2334.86,0.0,2241101000.0
05-28-2009,Financials,565.65,573.47,565.65,25361000.0,569.01,0.0,177014000.0
05-28-2009,Industrials,3132.18,3133.32,3112.14,37929000.0,3131.96,0.0,365180000.0
05-28-2009,HoldingFirms,1326.48,1334.6,1305.42,72991000.0,1314.93,0.0,320793000.0
05-28-2009,Property,807.6,807.6,795.19,98210000.0,802.34,0.0,634216000.0
05-28-2009,Services,1265.02,1270.96,1253.88,31263000.0,1253.99,0.0,398757000.0
05-28-2009,MiningAndOil,5492.57,5552.01,5373.35,16442000.0,5373.35,0.0,271302000.0
05-28-2009,All Shares,1529.96,1533.96,1521.01,0.0,1522.17,0.0,0.0
05-28-2009,PSEi,2354.37,2360.06,2340.46,304369000.0,2341.75,0.0,2167264000.0
05-29-2009,Financials,571.19,584.16,567.95,-4394000.0,567.95,0.0,498869000.0
05-29-2009,Industrials,3163.2,3172.62,3126.77,62761000.0,3128.79,0.0,534038000.0
05-29-2009,HoldingFirms,1409.69,1416.11,1330.55,279722000.0,1330.55,0.0,888378000.0
05-29-2009,Property,829.74,837.21,812.04,189540000.0,813.58,0.0,554851000.0
05-29-2009,Services,1261.42,1271.49,1247.59,-304996000.0,1269.45,0.0,1244885000.0
05-29-2009,MiningAndOil,5493.9,5591.04,5447.27,-31470000.0,5561.37,0.0,197003000.0
05-29-2009,All Shares,1567.87,1567.87,1534.98,0.0,1534.98,0.0,0.0
05-29-2009,PSEi,2389.31,2398.25,2363.09,175582000.0,2363.09,0.0,3918027000.0
06-01-2009,Financials,596.35,598.31,573.02,70633000.0,573.02,0.0,429359000.0
06-01-2009,Industrials,3208.95,3208.95,3172.32,-47144000.0,3178.09,0.0,559837000.0
06-01-2009,HoldingFirms,1432.35,1439.86,1409.55,21614000.0,1413.1,0.0,779673000.0
06-01-2009,Property,878.27,883.3,843.89,163158000.0,846.22,0.0,1031295000.0
06-01-2009,Services,1278.5,1278.88,1264.21,-79308000.0,1265.46,0.0,804241000.0
06-01-2009,MiningAndOil,5736.49,5736.49,5555.68,-33497000.0,5561.77,0.0,176519000.0
06-01-2009,All Shares,1598.59,1598.73,1575.79,0.0,1577.33,0.0,0.0
06-01-2009,PSEi,2458.65,2459.83,2404.48,78170000.0,2404.62,0.0,3780926000.0
06-02-2009,Financials,600.72,610.52,598.16,-7322000.0,603.48,0.0,400654000.0
06-02-2009,Industrials,3257.42,3263.33,3211.85,-107967000.0,3238.0,0.0,766018000.0
06-02-2009,HoldingFirms,1452.61,1465.23,1432.08,7400000.0,1460.56,0.0,586524000.0
06-02-2009,Property,897.79,921.75,897.79,68244000.0,912.54,0.0,794718000.0
06-02-2009,Services,1290.06,1304.8,1285.89,-48614000.0,1286.29,0.0,791415000.0
06-02-2009,MiningAndOil,5888.57,5936.74,5806.78,20367000.0,5818.98,0.0,329739000.0
06-02-2009,All Shares,1612.59,1623.69,1607.06,0.0,1618.04,0.0,0.0
06-02-2009,PSEi,2490.42,2514.11,2480.42,-79390000.0,2497.5,0.0,3669069000.0
06-03-2009,Financials,586.39,599.85,584.86,-163656000.0,599.68,0.0,447677000.0
06-03-2009,Industrials,3250.26,3270.41,3239.38,48568000.0,3266.55,0.0,713226000.0
06-03-2009,HoldingFirms,1427.44,1448.2,1417.53,13664000.0,1448.2,0.0,431021000.0
06-03-2009,Property,889.06,908.92,884.08,52775000.0,902.37,0.0,494767000.0
06-03-2009,Services,1286.51,1293.65,1284.54,283326000.0,1290.55,0.0,930987000.0
06-03-2009,MiningAndOil,5946.25,6035.69,5899.08,-6655000.0,5990.09,0.0,138294000.0
06-03-2009,All Shares,1598.79,1615.52,1594.4,0.0,1614.49,0.0,0.0
06-03-2009,PSEi,2471.19,2495.89,2462.48,234441000.0,2493.6,0.0,3155974000.0
06-04-2009,Financials,593.78,593.78,583.6,28793000.0,590.03,0.0,306346000.0
06-04-2009,Industrials,3320.05,3327.9,3239.03,156532000.0,3239.03,0.0,1039024000.0
06-04-2009,HoldingFirms,1412.66,1425.91,1400.28,-129634000.0,1425.91,0.0,438873000.0
06-04-2009,Property,893.92,893.92,874.41,-3285000.0,884.11,0.0,393546000.0
06-04-2009,Services,1297.3,1299.35,1286.08,270189000.0,1286.08,0.0,705444000.0
06-04-2009,MiningAndOil,6044.69,6044.69,5812.27,5131000.0,5946.25,0.0,162949000.0
06-04-2009,All Shares,1608.02,1609.08,1593.02,0.0,1599.47,0.0,0.0
06-04-2009,PSEi,2494.24,2494.24,2459.3,302039000.0,2469.16,0.0,3046183000.0
06-05-2009,Financials,599.23,603.13,595.43,49858000.0,596.31,0.0,327608000.0
06-05-2009,Industrials,3372.09,3404.65,3345.48,-3009000.0,3345.48,0.0,1004507000.0
06-05-2009,HoldingFirms,1427.04,1427.55,1415.1,-626000.0,1420.08,0.0,324858000.0
06-05-2009,Property,918.0,927.45,907.35,317614000.0,907.35,0.0,675148000.0
06-05-2009,Services,1306.32,1306.88,1297.41,-52910000.0,1297.41,0.0,565622000.0
06-05-2009,MiningAndOil,6178.97,6207.39,6084.94,39887000.0,6092.85,0.0,164203000.0
06-05-2009,All Shares,1627.63,1634.49,1614.89,0.0,1614.89,0.0,0.0
06-05-2009,PSEi,2528.68,2539.2,2508.96,344254000.0,2508.96,0.0,3061948000.0
06-08-2009,Financials,597.05,607.08,592.55,14889000.0,600.45,0.0,211007000.0
06-08-2009,Industrials,3346.21,3378.72,3327.68,-26018000.0,3378.44,0.0,517921000.0
06-08-2009,HoldingFirms,1413.22,1429.76,1410.5,-30310000.0,1426.06,0.0,380234000.0
06-08-2009,Property,920.88,933.62,916.39,162535000.0,927.88,0.0,616808000.0
06-08-2009,Services,1307.1,1309.43,1303.02,84093000.0,1306.63,0.0,513293000.0
06-08-2009,MiningAndOil,5961.9,6232.22,5949.78,-28827000.0,6232.22,0.0,342479000.0
06-08-2009,All Shares,1620.07,1632.61,1616.17,0.0,1630.73,0.0,0.0
06-08-2009,PSEi,2517.73,2538.83,2509.45,167419000.0,2534.62,0.0,2581746000.0
06-09-2009,Financials,578.99,599.35,577.44,-29327000.0,596.68,0.0,308219000.0
06-09-2009,Industrials,3315.99,3359.51,3287.86,7899000.0,3345.1,0.0,844175000.0
06-09-2009,HoldingFirms,1395.65,1416.68,1394.28,37197000.0,1413.98,0.0,331736000.0
06-09-2009,Property,903.62,924.34,903.19,215030000.0,921.81,0.0,626637000.0
06-09-2009,Services,1299.24,1308.87,1298.69,149959000.0,1307.74,0.0,557545000.0
06-09-2009,MiningAndOil,5882.63,6008.4,5816.93,-4751000.0,5962.89,0.0,168478000.0
06-09-2009,All Shares,1598.85,1620.62,1598.39,0.0,1619.32,0.0,0.0
06-09-2009,PSEi,2488.26,2520.74,2485.74,375547000.0,2518.41,0.0,2836792000.0
06-10-2009,Financials,586.14,586.65,581.25,-104914000.0,581.46,0.0,292129000.0
06-10-2009,Industrials,3390.91,3390.91,3302.05,-77404000.0,3302.05,0.0,753539000.0
06-10-2009,HoldingFirms,1408.38,1417.67,1400.0,-13911000.0,1403.27,0.0,231999000.0
06-10-2009,Property,904.25,915.68,901.93,-20818000.0,903.94,0.0,504633000.0
06-10-2009,Services,1335.58,1339.68,1306.29,132271000.0,1306.43,0.0,734487000.0
06-10-2009,MiningAndOil,5992.51,6004.92,5866.13,2326000.0,5866.13,0.0,114840000.0
06-10-2009,All Shares,1619.66,1620.93,1601.42,0.0,1601.42,0.0,0.0
06-10-2009,PSEi,2530.72,2533.49,2494.71,-83547000.0,2494.71,0.0,2631631000.0
06-11-2009,Financials,589.54,589.54,582.49,-4607000.0,586.14,0.0,468815000.0
06-11-2009,Industrials,3530.09,3530.09,3387.49,100079000.0,3387.49,0.0,1019995000.0
06-11-2009,HoldingFirms,1422.43,1433.46,1404.22,9832000.0,1404.22,0.0,382484000.0
06-11-2009,Property,899.55,911.49,893.76,15630000.0,908.6,0.0,521204000.0
06-11-2009,Services,1391.11,1393.15,1335.02,151626000.0,1335.02,0.0,1169794000.0
06-11-2009,MiningAndOil,5989.06,6014.52,5855.33,-3693000.0,5988.84,0.0,59760000.0
06-11-2009,All Shares,1645.64,1645.64,1618.49,0.0,1618.96,0.0,0.0
06-11-2009,PSEi,2598.8,2598.8,2530.44,268857000.0,2530.44,0.0,3622055000.0
06-15-2009,Financials,575.82,589.54,574.76,-76889000.0,589.54,0.0,259979000.0
06-15-2009,Industrials,3580.09,3586.28,3480.85,-26174000.0,3543.75,0.0,1077909000.0
06-15-2009,HoldingFirms,1432.69,1441.46,1411.94,24133000.0,1423.8,0.0,337362000.0
06-15-2009,Property,885.02,908.87,878.73,-82382000.0,906.27,0.0,735585000.0
06-15-2009,Services,1426.12,1444.35,1388.29,38358000.0,1393.21,0.0,1319103000.0
06-15-2009,MiningAndOil,5858.39,5971.88,5792.7,36224000.0,5956.73,0.0,88617000.0
06-15-2009,All Shares,1664.62,1667.8,1642.14,0.0,1648.65,0.0,0.0
06-15-2009,PSEi,2612.85,2626.21,2573.95,-88701000.0,2605.05,0.0,3818558000.0
06-16-2009,Financials,560.94,574.29,558.1,-166444000.0,574.29,0.0,510445000.0
06-16-2009,Industrials,3440.89,3592.66,3440.05,-38225000.0,3559.23,0.0,867560000.0
06-16-2009,HoldingFirms,1386.46,1430.15,1385.81,43523000.0,1424.31,0.0,548856000.0
06-16-2009,Property,845.72,870.94,840.0,58959000.0,870.94,0.0,825181000.0
06-16-2009,Services,1368.11,1417.57,1363.77,9896000.0,1417.57,0.0,1149935000.0
06-16-2009,MiningAndOil,5623.22,5731.57,5548.96,-26219000.0,5731.57,0.0,126294000.0
06-16-2009,All Shares,1612.26,1657.2,1612.26,0.0,1657.2,0.0,0.0
06-16-2009,PSEi,2514.17,2593.16,2511.18,-118933000.0,2593.16,0.0,4028274000.0
06-17-2009,Financials,545.17,557.31,538.6,-7648000.0,554.8,0.0,1497112000.0
06-17-2009,Industrials,3319.32,3443.49,3291.4,-27282000.0,3419.6,0.0,658777000.0
06-17-2009,HoldingFirms,1354.94,1382.08,1339.38,6221000.0,1382.08,0.0,406161000.0
06-17-2009,Property,825.72,843.62,808.47,-41620000.0,843.62,0.0,473400000.0
06-17-2009,Services,1330.65,1366.05,1317.92,-224454000.0,1366.05,0.0,690873000.0
06-17-2009,MiningAndOil,5504.18,5580.0,5334.52,-7655000.0,5580.0,0.0,144370000.0
06-17-2009,All Shares,1575.87,1609.21,1562.46,0.0,1608.09,0.0,0.0
06-17-2009,PSEi,2441.75,2502.79,2414.51,-307597000.0,2500.91,0.0,3870695000.0
06-18-2009,Financials,547.14,551.28,544.23,-26828000.0,545.17,0.0,165236000.0
06-18-2009,Industrials,3367.09,3406.78,3307.94,-8061000.0,3307.94,0.0,778176000.0
06-18-2009,HoldingFirms,1343.33,1357.88,1338.61,-46703000.0,1356.58,0.0,375681000.0
06-18-2009,Property,824.57,845.77,824.02,-77987000.0,827.89,0.0,292396000.0
06-18-2009,Services,1309.35,1333.95,1307.77,-180887000.0,1330.1,0.0,733161000.0
06-18-2009,MiningAndOil,5597.56,5634.72,5495.57,-2564000.0,5495.57,0.0,63422000.0
06-18-2009,All Shares,1574.27,1589.38,1570.08,0.0,1575.6,0.0,0.0
06-18-2009,PSEi,2434.26,2468.67,2427.38,-355385000.0,2439.56,0.0,2408074000.0
06-19-2009,Financials,535.02,549.97,533.93,-16991000.0,546.72,0.0,660771000.0
06-19-2009,Industrials,3313.83,3411.41,3293.68,-5109000.0,3393.7,0.0,718016000.0
06-19-2009,HoldingFirms,1319.84,1353.82,1317.84,40715000.0,1343.33,0.0,300005000.0
06-19-2009,Property,802.17,840.54,802.17,100721000.0,836.03,0.0,541011000.0
06-19-2009,Services,1300.94,1315.71,1294.1,-166023000.0,1307.1,0.0,665985000.0
06-19-2009,MiningAndOil,5567.55,5710.12,5487.84,567000.0,5643.2,0.0,161768000.0
06-19-2009,All Shares,1545.1,1584.19,1544.3,0.0,1578.91,0.0,0.0
06-19-2009,PSEi,2398.3,2454.52,2393.46,-46785000.0,2442.77,0.0,3047557000.0
06-22-2009,Financials,542.1,542.37,531.85,-75172000.0,535.02,0.0,213818000.0
06-22-2009,Industrials,3293.41,3326.08,3250.51,12366000.0,3308.64,0.0,225069000.0
06-22-2009,HoldingFirms,1323.88,1327.15,1317.6,30720000.0,1319.97,0.0,166594000.0
06-22-2009,Property,818.19,818.19,793.66,87665000.0,805.35,0.0,335677000.0
06-22-2009,Services,1307.58,1308.02,1299.33,-152805000.0,1301.65,0.0,566279000.0
06-22-2009,MiningAndOil,5429.6,5629.51,5410.9,-26497000.0,5586.29,0.0,110143000.0
06-22-2009,All Shares,1550.53,1551.41,1536.13,0.0,1545.86,0.0,0.0
06-22-2009,PSEi,2411.88,2414.17,2386.47,-125897000.0,2399.01,0.0,1617582000.0
06-23-2009,Financials,532.74,534.59,524.88,-460000.0,531.48,0.0,262946000.0
06-23-2009,Industrials,3202.57,3244.04,3179.22,-32178000.0,3235.88,0.0,527058000.0
06-23-2009,HoldingFirms,1302.39,1308.4,1282.19,-8964000.0,1308.4,0.0,258153000.0
06-23-2009,Property,788.51,804.24,782.57,-69082000.0,804.24,0.0,372916000.0
06-23-2009,Services,1299.77,1313.26,1297.51,10580000.0,1306.03,0.0,706672000.0
06-23-2009,MiningAndOil,5294.99,5345.77,5160.91,-3420000.0,5345.77,0.0,105267000.0
06-23-2009,All Shares,1528.87,1536.86,1514.73,0.0,1536.64,0.0,0.0
06-23-2009,PSEi,2370.06,2385.51,2352.75,-101026000.0,2383.53,0.0,2233015000.0
06-24-2009,Financials,539.81,542.87,531.48,-100879000.0,532.2,0.0,363361000.0
06-24-2009,Industrials,3336.92,3336.92,3203.75,-32643000.0,3203.75,0.0,335117000.0
06-24-2009,HoldingFirms,1327.37,1327.37,1288.47,-70004000.0,1301.51,0.0,243614000.0
06-24-2009,Property,807.43,811.73,786.92,-8361000.0,786.92,0.0,288014000.0
06-24-2009,Services,1306.16,1308.33,1297.66,-267905000.0,1300.79,0.0,879934000.0
06-24-2009,MiningAndOil,5530.1,5530.1,5253.04,-6598000.0,5311.54,0.0,81210000.0
06-24-2009,All Shares,1557.29,1557.29,1527.27,0.0,1528.85,0.0,0.0
06-24-2009,PSEi,2415.83,2416.64,2366.18,-519274000.0,2370.06,0.0,2191252000.0
06-25-2009,Financials,551.54,551.67,548.05,-19276000.0,548.59,0.0,203159000.0
06-25-2009,Industrials,3426.49,3433.3,3372.76,62424000.0,3372.76,0.0,846402000.0
06-25-2009,HoldingFirms,1338.32,1358.37,1331.18,-63589000.0,1336.52,0.0,389850000.0
06-25-2009,Property,824.45,838.68,820.35,-91689000.0,826.17,0.0,531199000.0
06-25-2009,Services,1333.35,1351.08,1305.71,174509000.0,1306.26,0.0,799453000.0
06-25-2009,MiningAndOil,5693.14,5732.08,5627.15,11269000.0,5672.65,0.0,270778000.0
06-25-2009,All Shares,1584.24,1587.06,1569.03,0.0,1569.03,0.0,0.0
06-25-2009,PSEi,2467.56,2485.71,2442.7,72424000.0,2442.7,0.0,3040844000.0
06-26-2009,Financials,548.7,553.99,548.0,-55458000.0,553.25,0.0,239109000.0
06-26-2009,Industrials,3446.29,3483.51,3434.26,199604000.0,3468.61,0.0,806972000.0
06-26-2009,HoldingFirms,1351.17,1368.67,1346.23,-77430000.0,1346.23,0.0,556634000.0
